transaction_id,trans_date_trans_time,card_number,merchant_name,merchant_category,transaction_amount,gender,transaction_location,Cities,State,dob,fraud_flag
2357,22-06-2020,4070000000000.0,fraud_Vandervort-Funk,4,126.76,0,3423 Michael Canyon Suite 276,633,16,07-03-1931,0
2358,22-06-2020,376000000000000.0,"fraud_Schumm, Bauch and Ondricka",4,95.23,1,624 Hale Springs Apt. 572,459,23,23-12-1974,0
2359,22-06-2020,6550000000000000.0,"fraud_Tromp, Kerluke and Glover",3,36.79,1,95351 Sullivan Viaduct Apt. 239,596,8,31-08-1984,0
2360,22-06-2020,348000000000000.0,fraud_Kemmer-Buckridge,9,24.28,1,7428 Martinez Flats,460,8,23-01-1957,0
2361,22-06-2020,30100000000000.0,fraud_Ruecker Group,8,75.06,0,889 Sarah Station Suite 624,325,15,16-08-1993,0
2362,22-06-2020,676000000000.0,"fraud_Reilly, Heaney and Cole",2,55.39,0,4529 Cannon Alley,125,48,10-12-1971,0
2363,22-06-2020,2290000000000000.0,fraud_Miller-Harris,8,1.44,1,17819 Jose Mount Suite 657,314,24,15-02-1988,0
2364,22-06-2020,36100000000000.0,fraud_Jewess LLC,12,6.37,1,956 Sanchez Highway,434,16,26-06-1926,0
2365,22-06-2020,2580000000000000.0,fraud_Bernhard-Lesch,1,79.99,1,126 Underwood Drive,665,4,05-08-1959,0
2366,22-06-2020,30200000000000.0,fraud_Kilback LLC,4,82.94,1,8465 Reed Green Suite 559,480,37,18-05-1974,0
2367,22-06-2020,372000000000000.0,fraud_Heller-Langosh,2,44.08,1,502 Rice Plaza Apt. 979,598,33,21-01-1966,0
2368,22-06-2020,3540000000000000.0,fraud_Deckow-O'Conner,4,174.4,0,137 Adam Dale,403,44,19-10-1977,0
2369,22-06-2020,378000000000000.0,fraud_Douglas-White,0,3.92,0,6881 King Isle Suite 228,320,6,17-11-1964,0
2370,22-06-2020,38900000000000.0,fraud_Kiehn Inc,4,102.23,0,12087 Michael Light,167,34,24-06-1979,0
2371,22-06-2020,36100000000000.0,"fraud_Heller, Gutmann and Zieme",4,168.4,1,956 Sanchez Highway,434,16,26-06-1926,0
2372,22-06-2020,4.99e+18,"fraud_Hayes, Marquardt and Dibbert",8,390.2,1,920 Patrick Light,457,13,09-01-1956,0
2373,22-06-2020,4470000000000.0,"fraud_Robel, Cummerata and Prosacco",2,73.61,1,369 Cochran Radial,581,26,24-10-1927,0
31084,01-07-2020,3590000000000000.0,"fraud_Bahringer, Bergnaum and Quitzon",6,232.25,0,000 Jennifer Mills,352,46,29-02-1984,1
2374,22-06-2020,5130000000000000.0,"fraud_Rowe, Batz and Goodwin",4,83.49,1,2989 Murray Inlet,772,7,04-02-1991,0
2375,22-06-2020,584000000000.0,fraud_Kuhn Group,1,57.23,0,5572 Kelly Plains Apt. 952,778,47,22-07-1936,0
2376,22-06-2020,4.96e+18,"fraud_Lind, Huel and McClure",2,66.62,1,269 Sanchez Rapids,226,30,21-12-1980,0
2377,22-06-2020,3540000000000000.0,fraud_Roob LLC,3,56.24,0,137 Adam Dale,403,44,19-10-1977,0
2378,22-06-2020,3580000000000000.0,fraud_Kilback LLC,1,59.68,0,557 Lynn Garden Suite 907,704,12,12-06-1957,0
2379,22-06-2020,3510000000000000.0,fraud_Stracke-Lemke,4,92.54,1,1632 Cohen Drive Suite 639,321,31,30-08-1967,0
2380,22-06-2020,4910000000000000.0,fraud_Halvorson Group,9,177.62,0,03030 White Lakes,273,42,24-07-1992,0
2381,22-06-2020,4630000000000000.0,fraud_Luettgen PLC,2,47.19,0,4900 Curtis Gardens Suite 952,292,9,26-12-1997,0
2382,22-06-2020,4710000000000000.0,fraud_Miller-Hauck,4,116.59,1,3326 Hannah Fords,157,2,08-09-1938,0
2383,22-06-2020,4180000000000000.0,fraud_Huels-Nolan,2,45.89,0,6807 Jacob Skyway Apt. 331,639,11,27-12-1982,0
2384,22-06-2020,502000000000.0,fraud_Kilback LLC,4,109.08,1,7290 Ashlee Keys,383,23,18-03-1980,0
269441,28-09-2020,60495593109.0,fraud_Beier and Sons,6,253.76,1,4440 George Mills Suite 591,177,42,24-11-1942,1
2385,22-06-2020,3550000000000000.0,fraud_VonRueden Group,3,81.65,1,6274 David Oval Suite 725,671,20,02-04-1933,0
2386,22-06-2020,371000000000000.0,fraud_Wolf Inc,4,46.21,1,9670 Monroe Junctions,640,37,10-01-1976,0
2387,22-06-2020,4750000000000.0,"fraud_Connelly, Reichert and Fritsch",2,64.82,0,6114 Adams Harbor Suite 096,376,14,07-10-1998,0
2388,22-06-2020,346000000000000.0,fraud_Prohaska-Murray,2,56.42,0,27479 Reeves Dale,802,19,19-03-1985,0
2389,22-06-2020,30400000000000.0,"fraud_Ferry, Reichel and DuBuque",3,56.64,1,2851 Foster Shoals,672,37,02-07-1982,0
2390,22-06-2020,568000000000.0,"fraud_Boehm, Predovic and Reinger",9,60.29,0,789 Herring Manors,333,42,16-12-1984,0
2391,22-06-2020,60495593109.0,fraud_Kutch and Sons,4,75.95,1,4440 George Mills Suite 591,177,42,24-11-1942,0
2392,22-06-2020,30100000000000.0,"fraud_Stroman, Hudson and Erdman",2,57.26,1,01479 Murray Circle,449,30,29-04-1993,0
2393,22-06-2020,30300000000000.0,fraud_Hackett-Lueilwitz,4,108.62,0,8011 Chapman Tunnel Apt. 568,73,4,27-05-1967,0
2394,22-06-2020,2250000000000000.0,fraud_McDermott-Weimann,4,116.97,1,220 Frank Gardens,319,47,19-08-1991,0
2395,22-06-2020,213000000000000.0,"fraud_Langworth, Boehm and Gulgowski",11,3.78,0,010 Weaver Land,117,4,15-01-1951,0
2396,22-06-2020,374000000000000.0,fraud_Gutmann Ltd,3,72.2,0,31701 Tucker Square Suite 893,811,27,30-06-1948,0
2397,22-06-2020,4990000000000.0,"fraud_Jones, Sawayn and Romaguera",8,54.36,1,977 Rita Grove Apt. 000,638,33,17-03-1937,0
2398,22-06-2020,4980000000000.0,fraud_Herman Inc,9,2.3,1,7854 Stephanie Island Suite 788,327,34,03-04-1946,0
2399,22-06-2020,3600000000000000.0,fraud_Lockman Ltd,4,87.34,1,25360 Mcgee Forge,185,2,25-04-1957,0
2400,22-06-2020,3550000000000000.0,fraud_Rau and Sons,4,76.6,1,200 Christie Mills Apt. 307,22,26,13-04-1965,0
2401,22-06-2020,3530000000000000.0,fraud_Parisian and Sons,2,52.58,0,21810 James Mall,111,42,21-11-1965,0
2402,22-06-2020,6010000000000000.0,fraud_Hintz-Bruen,3,33.78,0,58665 Nicholas Ford Suite 348,682,18,14-10-1973,0
2403,22-06-2020,213000000000000.0,"fraud_Hayes, Marquardt and Dibbert",8,90.35,0,05050 Rogers Well Apt. 439,637,49,01-08-1984,0
2404,22-06-2020,343000000000000.0,fraud_Cole PLC,4,103.57,0,6033 Young Track Suite 804,214,6,26-09-1987,0
2405,22-06-2020,4.77e+18,fraud_Marks Inc,2,66.41,0,26572 Hodge Villages Suite 512,469,37,22-08-1954,0
2406,22-06-2020,4.39e+18,"fraud_Kutch, Hermiston and Farrell",2,54.7,1,8149 Harris Divide,551,35,24-06-1966,0
2407,22-06-2020,5290000000000000.0,fraud_Brekke and Sons,2,64.99,0,08580 Jeremy Falls,53,36,24-11-1986,0
2408,22-06-2020,30600000000000.0,"fraud_Adams, Kovacek and Kuhlman",3,46.15,0,1441 Bradley Place,290,26,14-11-1973,0
2409,22-06-2020,568000000000.0,"fraud_Schultz, Simonis and Little",4,200.89,0,789 Herring Manors,333,42,16-12-1984,0
2410,22-06-2020,3580000000000000.0,fraud_Kutch LLC,2,60.27,1,42965 Christopher Fords Suite 659,526,2,08-08-1966,0
2411,22-06-2020,6010000000000000.0,fraud_Kilback LLC,4,35.17,1,2970 Flores Brooks,692,2,11-06-1986,0
2412,22-06-2020,4170000000000.0,"fraud_Lehner, Reichert and Mills",9,104.84,0,6744 Jimmy Extensions,599,33,27-09-1962,0
2413,22-06-2020,2280000000000000.0,"fraud_Tillman, Dickinson and Labadie",2,63.67,0,3854 Lauren Springs Suite 648,545,13,23-09-1967,0
275753,01-10-2020,180000000000000.0,"fraud_Reichert, Huels and Hoppe",11,1075.7,1,7908 Derrick Mount,491,15,17-03-2002,1
2414,22-06-2020,340000000000000.0,fraud_Wilkinson Ltd,0,11.59,0,9047 Rodriguez Turnpike,263,26,09-02-1934,0
2415,22-06-2020,3590000000000000.0,fraud_Maggio-Fahey,9,70.75,0,000 Jennifer Mills,352,46,29-02-1984,0
2416,22-06-2020,36700000000000.0,fraud_Bins-Rice,2,52.57,0,8172 Robertson Parkways Suite 072,724,3,28-10-1987,0
2417,22-06-2020,4250000000000.0,"fraud_Tillman, Dickinson and Labadie",2,74.26,0,46297 Benjamin Plains Suite 703,773,34,09-03-1939,0
2418,22-06-2020,630000000000.0,fraud_Barton Inc,4,91.75,1,8088 Sherman Radial Suite 689,317,4,07-02-1973,0
2419,22-06-2020,676000000000.0,"fraud_Raynor, Reinger and Hagenes",2,89.46,1,3683 Parrish Circles,611,5,04-01-1988,0
2420,22-06-2020,180000000000000.0,"fraud_Lockman, West and Runte",4,171.78,0,17666 David Valleys,722,4,22-09-1972,0
2421,22-06-2020,30000000000000.0,"fraud_Nitzsche, Kessler and Wolff",12,132.25,1,50614 Kevin Point,301,42,17-11-1993,0
2422,22-06-2020,3560000000000000.0,"fraud_Heller, Gutmann and Zieme",4,121.71,0,56160 Nicholas Isle,540,34,04-03-1962,0
2423,22-06-2020,3510000000000000.0,fraud_Herman Inc,9,12.84,0,5654 Peterson Land,631,24,29-05-1966,0
2424,22-06-2020,2380000000000000.0,fraud_Howe Ltd,9,3.57,1,651 Miller Common,575,20,02-03-1956,0
2425,22-06-2020,30500000000000.0,fraud_Kling Inc,2,52.55,0,6313 Scott Trace,648,13,02-06-1975,0
2426,22-06-2020,3600000000000000.0,fraud_Erdman-Kertzmann,2,64.29,1,83690 Nicholas Ports Apt. 846,546,41,23-03-1993,0
2427,22-06-2020,2710000000000000.0,"fraud_Schroeder, Hauck and Treutel",0,22.25,0,4511 Choi Lock,190,17,13-02-1964,0
2428,22-06-2020,2710000000000000.0,"fraud_Tromp, Kerluke and Glover",3,68.84,0,50872 Alex Plain Suite 088,50,17,22-02-1977,0
2429,22-06-2020,676000000000.0,fraud_Collier Inc,3,95.62,1,1287 Michael Roads,774,32,10-12-1989,0
2430,22-06-2020,341000000000000.0,fraud_Spencer-Runolfsson,9,8.61,1,62130 Miller Square Suite 785,93,9,08-09-1935,0
2431,22-06-2020,373000000000000.0,"fraud_Stroman, Hudson and Erdman",2,60.7,0,26544 Andrea Glen,268,21,18-06-1985,0
2432,22-06-2020,4430000000000.0,"fraud_Kovacek, Dibbert and Ondricka",4,58.48,0,1742 Brandon Squares Apt. 461,650,31,16-08-2000,0
2433,22-06-2020,3510000000000000.0,fraud_Huel Ltd,8,875.04,0,50932 Neal Valley,181,48,05-11-1936,0
2434,22-06-2020,4820000000000000.0,"fraud_Greenholt, Jacobi and Gleason",2,50.77,0,1233 Sutton Road Suite 701,109,42,21-03-1946,0
2435,22-06-2020,3580000000000000.0,fraud_Mraz-Herzog,2,64.04,0,147 Mckinney Run Apt. 743,222,39,08-10-1992,0
2436,22-06-2020,4260000000000000.0,"fraud_Kutch, Steuber and Gerhold",1,46.14,1,969 Huerta Path Apt. 270,760,28,15-03-1945,0
36108,03-07-2020,3540000000000000.0,fraud_Bednar Inc,13,10.32,0,44613 James Turnpike,629,22,30-05-1944,1
2437,22-06-2020,3540000000000000.0,"fraud_Stehr, Jewess and Schimmel",8,9.32,1,62631 Ashley Ramp Apt. 965,677,9,22-04-1963,0
2438,22-06-2020,3530000000000000.0,"fraud_Schumm, Bauch and Ondricka",4,88.67,1,713 Scott Pike Apt. 712,92,25,15-01-1978,0
2439,22-06-2020,4.79e+18,fraud_Ortiz Group,3,48.85,0,7952 Karen Pike,186,15,01-10-1978,0
2440,22-06-2020,4120000000000000.0,"fraud_Willms, Kris and Bergnaum",12,4.72,0,49120 Regina Island Apt. 170,601,8,19-03-1934,0
278884,03-10-2020,3590000000000000.0,fraud_Lynch Ltd,12,847.92,1,296 Maria Street,786,33,28-12-1963,1
2441,22-06-2020,4.22e+18,fraud_Jacobi and Sons,12,9.03,0,7898 Wanda Springs,158,4,22-05-1966,0
2442,22-06-2020,4.54e+18,"fraud_Connelly, Reichert and Fritsch",2,66.47,1,767 Adam Mill Apt. 115,233,31,18-07-1972,0
2443,22-06-2020,3550000000000000.0,fraud_Mayert Group,12,7.03,1,886 Nicole Key,716,35,01-05-1948,0
2444,22-06-2020,4.51e+18,fraud_Koepp-Witting,4,112.28,0,864 Reynolds Plains,753,37,25-07-1983,0
2445,22-06-2020,4670000000000000.0,fraud_Pfeffer and Sons,12,3.01,0,0953 David Skyway,174,9,14-08-1947,0
2446,22-06-2020,4.91e+18,"fraud_Osinski, Ledner and Leuschke",4,39.26,1,838 Franklin Prairie Apt. 902,373,8,13-02-1987,0
2447,22-06-2020,4.23e+18,fraud_Cummings LLC,2,71.6,0,669 Moore Shoal,66,34,08-07-1985,0
2448,22-06-2020,3580000000000000.0,"fraud_Labadie, Treutel and Bode",11,1.4,1,42965 Christopher Fords Suite 659,526,2,08-08-1966,0
2449,22-06-2020,3520000000000000.0,fraud_Deckow-O'Conner,4,195.12,0,67210 Lori Creek,685,42,11-09-1970,0
2450,22-06-2020,3550000000000000.0,fraud_Corwin-Collins,2,68.36,1,8030 Beck Motorway,485,24,05-03-1999,0
2451,22-06-2020,30200000000000.0,fraud_Wiegand-Lowe,3,46.74,1,7188 Melissa Crest Apt. 151,515,47,22-01-1978,0
2452,22-06-2020,213000000000000.0,fraud_Kunze Inc,4,91.92,1,7369 Gabriel Tunnel,594,21,09-02-1994,0
2453,22-06-2020,213000000000000.0,fraud_Stracke-Lemke,4,134.86,1,079 Chelsea Rest,58,33,04-06-1962,0
2454,22-06-2020,3580000000000000.0,fraud_Bartoletti-Wunsch,2,72.18,0,9486 Joel Common Suite 554,743,15,30-12-2004,0
2455,22-06-2020,6010000000000000.0,fraud_Dickinson-Rempel,9,105.6,0,594 Berry Lights Apt. 392,810,26,08-02-1983,0
2456,22-06-2020,3580000000000000.0,fraud_Welch Inc,8,4.72,0,557 Lynn Garden Suite 907,704,12,12-06-1957,0
2457,22-06-2020,4200000000000.0,fraud_Bailey-Morar,4,100.96,1,0701 John Ranch,602,36,04-04-1963,0
2458,22-06-2020,2720000000000000.0,fraud_Heidenreich PLC,4,73.52,1,854 Walker Dale Suite 488,82,20,22-08-1997,0
2459,22-06-2020,4510000000000000.0,fraud_Paucek-Wiza,3,76.75,0,9870 Collins Flat,399,49,02-09-1988,0
2460,22-06-2020,6010000000000000.0,"fraud_Zieme, Bode and Dooley",2,61.26,0,950 Sheryl Spurs,210,37,05-02-1951,0
2461,22-06-2020,30300000000000.0,fraud_Conroy-Cruickshank,2,47.58,0,77872 Andrea Glen Apt. 543,248,44,21-11-1976,0
2462,22-06-2020,4.21e+18,fraud_Huels-Hahn,2,60.29,1,82073 Jessica Camp,788,9,16-01-1982,0
2463,22-06-2020,346000000000000.0,"fraud_Osinski, Ledner and Leuschke",4,226.66,0,32301 Albert River Suite 364,644,48,22-10-1991,0
2464,22-06-2020,4730000000000000.0,fraud_Bednar Group,8,3.94,1,874 Fred Knolls Apt. 609,558,33,19-09-1968,0
2465,22-06-2020,630000000000.0,"fraud_Kovacek, Dibbert and Ondricka",4,129.56,0,561 Little Plain Apt. 738,800,21,12-06-1972,0
2466,22-06-2020,4.81e+18,"fraud_Kovacek, Dibbert and Ondricka",4,112.47,0,433 Blake Roads Suite 967,803,23,31-08-1985,0
2467,22-06-2020,4010000000000000.0,"fraud_Kerluke, Considine and Macejkovic",8,868.48,1,458 Phillips Island Apt. 768,193,17,31-05-1994,1
2649,22-06-2020,4.99e+18,fraud_Friesen Inc,12,7.6,1,920 Patrick Light,457,13,09-01-1956,0
2650,22-06-2020,3520000000000000.0,fraud_Schumm PLC,11,967.86,0,94225 Smith Springs Apt. 617,765,8,07-05-1986,1
2651,22-06-2020,3510000000000000.0,fraud_Bernhard Inc,2,46.13,1,0356 Sarah Light,44,23,26-07-2001,0
2652,22-06-2020,340000000000000.0,fraud_Williamson LLC,9,12.54,0,9047 Rodriguez Turnpike,263,26,09-02-1934,0
2653,22-06-2020,2580000000000000.0,fraud_Koss and Sons,2,79.1,1,126 Underwood Drive,665,4,05-08-1959,0
2654,22-06-2020,213000000000000.0,fraud_Hills-Witting,11,1.98,0,622 Robin Run Suite 764,255,1,09-02-1963,0
2655,22-06-2020,180000000000000.0,fraud_Lockman Ltd,4,85.17,0,084 Holmes Avenue Suite 206,712,36,24-03-1968,0
2656,22-06-2020,4260000000000.0,"fraud_Wiza, Schaden and Stark",9,423.37,0,9331 Robert Passage Suite 327,337,15,22-11-1968,0
2657,22-06-2020,4050000000000000.0,"fraud_Heller, Gutmann and Zieme",4,110.49,0,5053 Bell Crescent Apt. 255,253,28,07-05-1973,0
2658,22-06-2020,4190000000000.0,fraud_Dickinson-Rempel,9,9.45,0,374 Christopher Ramp Suite 855,72,39,10-11-1966,0
2659,22-06-2020,4810000000000.0,fraud_Welch Inc,8,138.09,0,312 Eric Expressway Apt. 014,585,1,07-02-1984,0
2660,22-06-2020,36900000000000.0,fraud_Spinka Inc,3,107.8,0,4503 Patricia Route,463,12,11-02-1971,0
2661,22-06-2020,180000000000000.0,"fraud_Kuhic, Bins and Pfeffer",11,1.88,1,133 Alyssa Plains,418,42,18-01-1970,0
2662,22-06-2020,502000000000.0,fraud_O'Keefe-Hudson,4,146.59,0,144 Yu Locks Apt. 754,261,33,20-09-1945,0
2663,22-06-2020,180000000000000.0,"fraud_Quitzon, Green and Bashirian",12,6.46,0,28311 Dennis Trace,5,33,01-06-1939,0
2664,22-06-2020,30100000000000.0,fraud_Huel Ltd,8,8.95,0,02018 Gary Key Apt. 911,346,23,27-11-1992,0
2665,22-06-2020,4550000000000000.0,"fraud_Kutch, Hermiston and Farrell",2,90.83,0,9471 Wong Islands,441,34,29-05-1968,0
2666,22-06-2020,180000000000000.0,fraud_Stoltenberg-Beatty,12,29.58,1,133 Alyssa Plains,418,42,18-01-1970,0
279936,04-10-2020,3590000000000000.0,"fraud_Christiansen, Goyette and Schamberger",2,22.11,1,296 Maria Street,786,33,28-12-1963,1
2667,22-06-2020,562000000000.0,fraud_Kuhn LLC,8,25.32,0,330 Montoya Ramp,772,7,14-03-1986,0
2668,22-06-2020,38600000000000.0,fraud_Kassulke PLC,11,4.74,0,1323 Derek Mission,525,27,13-05-1968,0
2669,22-06-2020,376000000000000.0,"fraud_Schaefer, McGlynn and Bosco",2,67.79,1,478 Donovan Corners Apt. 803,673,13,01-05-1969,0
2670,22-06-2020,676000000000.0,"fraud_Rohan, White and Aufderhar",8,1.44,0,292 Lowe Dam Suite 858,794,8,14-06-1960,0
2671,22-06-2020,3520000000000000.0,fraud_Erdman-Kertzmann,2,51.0,0,08236 Kim Hill,348,14,30-11-1975,0
2672,22-06-2020,3560000000000000.0,fraud_Luettgen PLC,2,80.23,1,609 Hunt Grove,658,16,17-03-1967,0
2673,22-06-2020,3560000000000000.0,fraud_Cummings LLC,2,47.96,0,0925 Lang Extensions,686,27,17-12-1989,0
2674,22-06-2020,346000000000000.0,fraud_Bogisich Inc,4,56.75,0,20938 Barbara Viaduct,517,33,13-05-1961,0
2675,22-06-2020,341000000000000.0,fraud_Kling-Grant,3,59.21,0,865 Thomas Village,557,33,02-07-1971,0
2676,22-06-2020,30400000000000.0,fraud_Nienow PLC,0,2.47,1,88325 Brandon Greens Apt. 477,196,21,20-11-1969,0
2677,22-06-2020,4780000000000.0,"fraud_Lehner, Reichert and Mills",9,6.41,0,13108 Jennifer Passage,455,15,22-04-1961,0
2678,22-06-2020,4710000000000000.0,"fraud_Robel, Cummerata and Prosacco",2,46.61,1,3326 Hannah Fords,157,2,08-09-1938,0
3228,22-06-2020,4450000000000000.0,fraud_Kuvalis Ltd,2,73.15,1,941 Adam Stravenue,510,42,30-07-1980,0
3229,22-06-2020,4330000000000000.0,fraud_Kris-Padberg,12,8.39,1,7483 Navarro Flats,252,49,02-08-1967,0
3230,22-06-2020,3560000000000000.0,"fraud_Huel, Hammes and Witting",4,134.37,0,56160 Nicholas Isle,540,34,04-03-1962,0
3231,22-06-2020,6010000000000000.0,fraud_Dickinson Ltd,9,4.9,0,144 Evans Islands Apt. 683,104,46,29-11-1981,0
3232,22-06-2020,30000000000000.0,fraud_Lemke-Gutmann,11,108.58,1,50614 Kevin Point,301,42,17-11-1993,0
3233,22-06-2020,213000000000000.0,fraud_Pfeffer LLC,3,54.61,0,4664 Sanchez Common Suite 930,85,39,03-06-1984,0
3234,22-06-2020,30100000000000.0,"fraud_Raynor, Reinger and Hagenes",2,68.42,0,02018 Gary Key Apt. 911,346,23,27-11-1992,0
39009,05-07-2020,4.99e+18,fraud_Connelly PLC,1,115.28,0,21178 Brittney Locks,609,39,09-07-1994,1
3235,22-06-2020,502000000000.0,fraud_Terry-Huel,11,11.43,0,5069 Scott Pass Apt. 654,459,24,21-01-1961,0
3236,22-06-2020,38900000000000.0,fraud_Bernhard Inc,2,61.11,0,12087 Michael Light,167,34,24-06-1979,0
3237,22-06-2020,4080000000000.0,"fraud_Raynor, Feest and Miller",2,33.16,1,7020 Doyle Stream Apt. 951,464,12,15-12-1965,0
3238,22-06-2020,4710000000000000.0,fraud_Miller-Hauck,4,56.44,1,954 Green Wall,133,14,13-12-1986,0
3239,22-06-2020,6010000000000000.0,"fraud_Tillman, Fritsch and Schmitt",8,96.44,0,144 Evans Islands Apt. 683,104,46,29-11-1981,0
3240,22-06-2020,4450000000000000.0,fraud_Rutherford-Mertz,4,94.93,0,6760 Donovan Lakes,139,35,20-01-1972,0
3241,22-06-2020,4.47e+18,fraud_Prohaska-Murray,2,78.34,1,4005 Dana Glens,466,18,22-11-1980,0
3242,22-06-2020,6510000000000000.0,fraud_Wolf Inc,4,143.25,1,74835 Garner Point,653,32,24-08-1946,0
3243,22-06-2020,4.21e+18,"fraud_Quitzon, Green and Bashirian",12,132.56,1,82073 Jessica Camp,788,9,16-01-1982,0
3244,22-06-2020,3590000000000000.0,"fraud_Jones, Sawayn and Romaguera",8,15.24,0,350 Stacy Glens,703,40,05-03-1972,0
3245,22-06-2020,30300000000000.0,fraud_Bradtke PLC,4,78.13,0,908 Brooks Brook,419,13,28-11-1972,0
3246,22-06-2020,6010000000000000.0,"fraud_Cremin, Hamill and Reichel",9,85.02,1,95488 Cabrera Well,445,34,17-12-1943,0
3247,22-06-2020,3570000000000000.0,fraud_Stracke-Lemke,4,125.01,0,526 Stacy Walks,45,40,30-10-1969,0
3248,22-06-2020,6540000000000000.0,"fraud_Goldner, Kovacek and Abbott",4,78.98,0,444 Robert Mews,136,37,22-09-1997,0
3249,22-06-2020,4880000000000000.0,fraud_Buckridge PLC,9,57.12,0,1976 Tyler Underpass,212,11,14-08-1949,0
282220,04-10-2020,3590000000000000.0,fraud_Boyer-Reichert,11,1180.19,1,296 Maria Street,786,33,28-12-1963,1
3250,22-06-2020,3580000000000000.0,fraud_Huels-Hahn,2,51.01,0,899 Michele View Suite 960,587,37,01-01-1985,0
3251,22-06-2020,6010000000000000.0,fraud_Marks Inc,2,67.94,1,426 Mark Ports,97,20,02-11-1974,0
3252,22-06-2020,3500000000000000.0,"fraud_Schumm, Bauch and Ondricka",4,66.39,1,0110 Ashley Forest,730,46,31-05-1999,0
3253,22-06-2020,502000000000.0,fraud_Heller-Langosh,2,45.0,1,709 George Underpass Apt. 080,785,37,04-05-1962,0
3254,22-06-2020,4400000000000.0,"fraud_Bins, Balistreri and Beatty",12,6.39,1,646 Louis Fort Apt. 665,532,32,16-01-1960,0
3255,22-06-2020,30000000000000.0,fraud_Lockman Ltd,4,105.83,1,555 Michael Burgs,452,24,03-09-1979,0
3256,22-06-2020,2290000000000000.0,"fraud_Rutherford, Homenick and Bergstrom",3,80.41,0,6278 Stephanie Unions,517,33,29-08-1981,0
3257,22-06-2020,30300000000000.0,fraud_Dicki Ltd,3,20.97,1,06959 Stephen Branch Suite 246,732,2,13-06-2000,0
3258,22-06-2020,3580000000000000.0,"fraud_Willms, Kris and Bergnaum",12,7.33,0,0900 Beverly Landing,425,16,13-09-1961,0
3259,22-06-2020,4.77e+18,fraud_Kutch LLC,2,59.79,0,26572 Hodge Villages Suite 512,469,37,22-08-1954,0
3260,22-06-2020,180000000000000.0,fraud_Medhurst PLC,11,8.78,1,133 Alyssa Plains,418,42,18-01-1970,0
3261,22-06-2020,3530000000000000.0,fraud_Gislason Group,9,30.47,1,713 Scott Pike Apt. 712,92,25,15-01-1978,0
3262,22-06-2020,213000000000000.0,fraud_Kunde-Sanford,8,28.8,1,493 Fitzgerald Fields Suite 454,763,9,14-05-1944,0
3263,22-06-2020,213000000000000.0,fraud_Ledner-Pfannerstill,2,78.91,0,3270 Scott Islands,213,20,17-04-1970,0
3264,22-06-2020,6520000000000000.0,"fraud_Roob, Conn and Tremblay",12,13.7,0,954 White Alley Apt. 251,586,1,05-12-1952,0
3265,22-06-2020,213000000000000.0,fraud_Stracke-Lemke,4,134.13,1,529 West Key,702,17,08-08-1957,0
3266,22-06-2020,5580000000000000.0,"fraud_Haley, Jewess and Bechtelar",12,107.21,1,078 Alex Fields,696,37,21-06-1990,0
3267,22-06-2020,2320000000000000.0,fraud_Lesch Ltd,12,6.25,1,0207 Griffith Plains Apt. 544,424,23,11-11-1940,0
3268,22-06-2020,3530000000000000.0,fraud_Parisian and Sons,2,67.78,1,04611 Sandra Spring Suite 059,652,21,13-08-1990,0
3269,22-06-2020,3560000000000000.0,"fraud_Stroman, Hudson and Erdman",2,49.58,0,03090 Fisher Forges Apt. 200,807,15,21-10-1930,0
3270,22-06-2020,3590000000000000.0,fraud_Kutch-Hegmann,3,50.84,1,296 Maria Street,786,33,28-12-1963,0
3271,22-06-2020,30200000000000.0,"fraud_Kovacek, Dibbert and Ondricka",4,47.43,1,7188 Melissa Crest Apt. 151,515,47,22-01-1978,0
3272,22-06-2020,4380000000000000.0,fraud_Cummerata-Jones,2,47.98,1,1561 Chase Grove,156,29,25-10-1999,0
3273,22-06-2020,6600000000000000.0,fraud_Predovic Inc,11,3.93,1,4725 Hurst Curve Apt. 634,326,42,23-08-1964,0
3274,22-06-2020,3510000000000000.0,fraud_Boyer PLC,9,40.06,1,13956 Hughes Causeway Suite 124,7,25,09-03-1989,0
3275,22-06-2020,6010000000000000.0,fraud_Lemke-Gutmann,11,7.15,1,95488 Cabrera Well,445,34,17-12-1943,0
3276,22-06-2020,2720000000000000.0,fraud_Hackett-Lueilwitz,4,105.46,1,42933 Ryan Underpass,436,40,18-08-1980,0
